scenario,band,day,hour,threshold_m,street_share,node_share,open_locations,open_locations_paris
strict,high,Fri,2,300,0.24736011725246504,0.28277744714984343,260,226
strict,high,Fri,2,400,0.39707542174239624,0.439904779154915,260,226
strict,high,Fri,3,100,0.030492627149347775,0.042810567443786064,260,226
strict,high,Fri,3,200,0.11627024440146635,0.14092943824876447,260,226
strict,high,Fri,3,300,0.24736011725246504,0.28277744714984343,260,226
strict,high,Fri,3,400,0.39707542174239624,0.439904779154915,260,226
strict,high,Fri,4,100,0.03166406182305836,0.045941470230548294,264,230
strict,high,Fri,4,200,0.11848532391275347,0.14437084379123866,264,230
strict,high,Fri,4,300,0.2490179375686572,0.2843170233135819,264,230
strict,high,Fri,4,400,0.39842714356555,0.4409139131109789,264,230
strict,high,Fri,5,100,0.03166406182305836,0.045941470230548294,264,230
strict,high,Fri,5,200,0.11848532391275347,0.14437084379123866,264,230
strict,high,Fri,5,300,0.2490179375686572,0.2843170233135819,264,230
strict,high,Fri,5,400,0.39842714356555,0.4409139131109789,264,230
strict,high,Fri,6,100,0.03195665779273666,0.04621316014179626,269,234
strict,high,Fri,6,200,0.11964243750144349,0.1456257924289078,269,234
