scenario,band,day,hour,threshold_m,pop_share,pop_share_node_alloc,residents_covered
strict_unconditional,central,Mon,2,100,0.02542950321392638,0.030692385542215407,50379
strict_unconditional,central,Mon,2,200,0.10252193025018179,0.10932149667556217,203110
strict_unconditional,central,Mon,2,300,0.22827985107587204,0.23418764384701138,452253
strict_unconditional,central,Mon,2,400,0.3827285411501132,0.39165871814360137,758236
strict_unconditional,central,Mon,3,100,0.02542950321392638,0.030692385542215407,50379
strict_unconditional,central,Mon,3,200,0.10252193025018179,0.10932149667556217,203110
strict_unconditional,central,Mon,3,300,0.22827985107587204,0.23418764384701138,452253
strict_unconditional,central,Mon,3,400,0.3827285411501132,0.39165871814360137,758236
strict_unconditional,central,Mon,4,100,0.02575179508838008,0.0312888874965237,51018
strict_unconditional,central,Mon,4,200,0.10323827429520714,0.11014158764396055,204529
strict_unconditional,central,Mon,4,300,0.229272469422142,0.23521068741196505,454219
strict_unconditional,central,Mon,4,400,0.38444040587977535,0.39355383755163387,761627
strict_unconditional,central,Mon,5,100,0.02575179508838008,0.0312888874965237,51018
strict_unconditional,central,Mon,5,200,0.10323827429520714,0.11014158764396055,204529
strict_unconditional,central,Mon,5,300,0.229272469422142,0.23521068741196505,454219
strict_unconditional,central,Mon,5,400,0.38444040587977535,0.39355383755163387,761627
strict_unconditional,central,Mon,6,100,0.025996964561874766,0.03145782999152825,51503
strict_unconditional,central,Mon,6,200,0.1042611117633339,0.11103012752560566,206555
strict_unconditional,central,Mon,6,300,0.2313867577631198,0.23763867338692085,458408
strict_unconditional,central,Mon,6,400,0.3882091709988378,0.39793621125556605,769094
strict_unconditional,central,Mon,7,100,0.028547977336038557,0.034284039139995774,56557
strict_unconditional,central,Mon,7,200,0.11497001573040362,0.1225665831537359,227771
strict_unconditional,central,Mon,7,300,0.25487945408004176,0.2620744272961893,504950
strict_unconditional,central,Mon,7,400,0.42030654525173755,0.4300977825023637,832683
strict_unconditional,central,Mon,8,100,0.03773619664608753,0.04607485425756179,74760
strict_unconditional,central,Mon,8,200,0.150125302531939,0.16004535372726758,297418
strict_unconditional,central,Mon,8,300,0.32366279668206555,0.33450620955044974,641219
strict_unconditional,central,Mon,8,400,0.516383352147939,0.5300579782400018,1023024
strict_unconditional,central,Mon,9,100,0.31368515466645236,0.37627981697217866,621452
strict_unconditional,central,Mon,9,200,0.761200204827112,0.7902861127099455,1508039
strict_unconditional,central,Mon,9,300,0.9465072220040237,0.9511046765343972,1875156
strict_unconditional,central,Mon,9,400,0.9875437246499061,0.9878028175391536,1956455
strict_unconditional,central,Mon,10,100,0.31370593253394213,0.37628367849993827,621493
strict_unconditional,central,Mon,10,200,0.7612128064042971,0.7902939586979965,1508064
strict_unconditional,central,Mon,10,300,0.9465210673123935,0.9511046765343972,1875184
strict_unconditional,central,Mon,10,400,0.9875437246499061,0.9878028175391536,1956455
strict_unconditional,central,Mon,11,100,0.31370593253394213,0.37628367849993827,621493
strict_unconditional,central,Mon,11,200,0.7612128064042971,0.7902939586979965,1508064
strict_unconditional,central,Mon,11,300,0.9465210673123935,0.9511046765343972,1875184
strict_unconditional,central,Mon,11,400,0.9875437246499061,0.9878028175391536,1956455
strict_unconditional,central,Mon,12,100,0.3123374628549479,0.3746190721864379,618782
strict_unconditional,central,Mon,12,200,0.7602977103288826,0.7897633114433189,1506251
strict_unconditional,central,Mon,12,300,0.946002906842561,0.9509550348832547,1874157
strict_unconditional,central,Mon,12,400,0.9874529996915197,0.9877848818252175,1956275
strict_unconditional,central,Mon,13,100,0.3125735082393367,0.3748825783728128,619250
strict_unconditional,central,Mon,13,200,0.7602256764757084,0.7895363376795966,1506108
strict_unconditional,central,Mon,13,300,0.9460538477830587,0.9509198249573078,1874258
strict_unconditional,central,Mon,13,400,0.9875232052335401,0.987788028656984,1956415
